id,is_iceberg
e04e9775,0.432431
0d4d77ba,0.507824
38bdc33c,0.514602
f88a9ed3,0.022493
c1fe2103,0.002604
63f7ddd9,0.000992
97e123d2,0.217899
7d078228,0.193922
6b43e60f,0.999970
e07665a4,0.342471
4da0c147,0.000000
1d2474a1,0.438271
3ee672a2,0.999814
f39a3050,0.006231
aaeb3f89,0.100370
daa3d1e9,0.049265
23cad3ed,0.999255
dc8fd92d,0.723103
994a2787,0.000000
5009ce8c,0.999241
95ba90c7,0.000000
bb176f20,0.000000
57ccd603,0.002663
738b41fd,0.473318
c3767f5b,0.758162
076492b4,0.014890
68864007,0.459064
fb124dd7,0.999604
c59fbfc0,0.000174
ddce9f51,0.000175
c459dbf6,0.557047
1a39b44e,0.604311
a31f8519,0.000000
29ff4d55,0.000000
f7fb320d,0.521909
c0a87a44,0.404323
aa07ea34,0.000005
ed7b77f3,0.998714
ccb10918,0.253296
aba1f2cc,0.001765
0c4b7ce6,0.030776
26a29fae,0.000013
6a1a9b91,0.228992
fda0d9b3,0.107283
2f7da2f9,0.776731
b42fad18,0.000003
948317c5,0.070918
df315de0,0.002106
51762e5e,0.025440
9be1f9d4,0.027108
b20f16ca,0.054376
24f677ab,0.209737
19d36f67,0.000000
db098e36,0.400673
3ab323b5,0.137226
db204654,0.037618
4ab8b00a,0.415863
f0b7c362,0.952684
9c36083a,0.843193
00247e48,0.998516
99064331,0.071330
fb023b97,0.000005
834a13a2,0.022856
b4fb7c3b,0.000151
cccc91e5,0.020055
e777f5c4,0.000000
8a367850,0.000016
f7870f2b,0.270771
01aee49b,0.993050
09a3f3cb,0.003773
b7837a99,0.755314
0e5c18fe,0.000486
433d92a6,0.000025
d8c1c90e,0.004404
5cf350ea,0.458024
9e6adfeb,0.013614
398c373b,0.000000
8e1cb96b,0.190723
4978666a,0.200676
c0ab7de5,0.000812
b7519f43,0.479348
54d7929f,0.000002
222a4407,0.046835
4cd8d439,0.636492
ac31d9e4,0.680725
0c51475f,0.000000
926b4b5d,0.976288
3072aeb4,0.982114
5508aabc,0.000002
f1b0d6c7,0.004827
7ff080c1,0.516953
c8137158,0.002917
73f4c54a,0.017242
0ab19c8d,0.160710
57c090c7,0.528130
b3f4d7c8,0.998572
d4a81cf9,0.093382
497c4ff8,0.001733
8949311b,0.988156
d4f17d1d,0.322191
5642407f,0.067818
cbd015d6,0.000157
4ff7d773,0.091230
5950d2f6,0.051745
f0b4c564,0.000733
4727e088,0.593294
2c9b195c,0.437464
04c441b0,0.427234
9f1e2246,0.070787
3bf56119,0.197243
385033f6,0.362425
8e8161d1,0.009823
36d4ff92,0.998838
1e14e9eb,0.029826
4ec14d05,0.005080
d16ffa50,0.007250
6f2147d7,0.045156
13540275,0.999804
280aaa6c,0.006330
63d6fcf6,0.520502
e1130afc,0.332660
8915b349,0.504398
02cb6179,0.999987
4139aba2,0.391307
816084ef,0.051089
e83e27ef,0.064396
9928b6cb,0.258329
398c44d5,0.306660
4e9944c8,0.658752
ade738c7,0.009522
df106f1f,0.213601
707c42f2,0.000001
c7d6c968,0.751856
2f62a2d3,0.000029
7585ce58,0.298892
58a62136,0.131768
8e16308d,0.000067
10d97d10,0.237210
862a2dd5,0.267931
45d7cd09,0.000000
daef67d6,0.901396
40b9f916,0.002520
c17dc729,0.499189
d008e04f,0.827685
a5a6fe15,0.648568
33e25984,0.999871
e9ce7834,0.000000
518a5aeb,0.999939
fd6e49ab,0.416355
35ef2d54,0.002151
be1f3e73,0.995840
013825b7,0.229674
c48b752b,0.969668
a0f39ace,0.002792
800aff52,0.301677
e0eb259a,0.933733
ac46f3c9,0.093508
404bdcc5,0.427507
9be770cc,0.002952
e002bdfa,0.179605
511f8764,0.450343
d41e40d8,0.163872
ff846aa6,0.551614
c261a419,0.024550
c3358fec,0.095698
62972972,0.011534
3f15e6a3,0.000000
fc34a5b8,0.769409
f239dd72,0.018870
e9d815ef,0.320092
568085b5,0.000046
80708782,0.953554
a578b01b,0.833131
04b81012,0.024477
3fbd3a3e,0.000000
536bc047,0.996195
6905e82d,0.522917
352b0ab0,0.152189
85c36a8f,0.325535
205506f4,0.000001
b4075da1,0.000000
0132c59d,0.064881
5c471255,0.802863
b9ee0383,0.980900
aee38fe1,0.000000
93eda776,0.012108
d65ee363,0.066505
7e6785d9,0.032059
c006cf82,0.099716
b2d8a426,0.112762
197f9050,0.972590
efce51fc,0.001852
d8dd1b33,0.000422
ca5bae71,0.000119
66eba58c,0.459111
e080fee1,0.419556
9626a2b5,0.157167
c0298b7d,0.982152
80f17a8d,0.023473
fefe71e5,0.000119
13ec60d1,0.957022
92a45990,0.685345
8e922071,0.221186
d5952199,0.005532
3c56cf59,0.261749
5b677f30,0.999979
70986e85,0.553794
ee110bda,0.165356
e7b4d317,0.395955
f59f29f5,0.019447
3d1e179e,0.191487
9d440f42,0.021306
4e9c76d9,0.393029
5b5d407e,0.000206
bb4d8184,0.546343
5f5ad493,0.196078
a304ae2e,0.000000
ac337f79,0.160099
e00e495a,0.014363
71477bcf,0.422209
22ed2916,0.866595
05fdb1ce,0.000000
4cf4d256,0.513218
1c0a891e,0.538314
4c5e56dd,0.000000
fab2df1f,0.000001
afe6a1d1,0.009110
fa03ba13,0.499710
663dd2bf,0.598119
5d3aa488,0.011136
11d63814,0.000109
11ac5623,0.178047
dd28b028,0.052724
bf244975,0.450928
981c3bc3,0.999959
6a2fe659,0.000001
bd689e7a,0.601261
a7b21484,0.000073
06626706,0.000005
2fcb2613,0.395734
1ee7f506,0.127380
c462096f,0.165337
59b91711,0.014539
148ad313,0.219603
a04c148d,0.520893
295604f4,0.452100
142d14f3,0.999942
0dccef06,0.179023
bf9dea3e,0.999997
121ec728,0.000000
25ea1800,0.000000
024bed49,0.000000
771a9bc9,0.200322
8b2562e0,0.804632
fefe0db6,0.002440
a6cc8fa1,0.584575
16ca16c3,0.010865
fe33ce5b,0.091745
c11a6fd5,0.995818
69152132,0.145427
dd54beb5,0.984765
46d8944e,0.000000
f278cc6a,0.709645
9cba91e4,0.039790
37e80ad8,0.022378
6247d06a,0.449622
0bb564ea,0.039016
b4dda837,0.178116
f8802638,0.607379
cb77c1d4,0.277987
edcad79c,0.439959
ade84952,0.000009
e9a4a8f7,0.000312
8c3c9c0b,0.000002
c105af7a,0.014864
64a96816,0.066429
d435722b,0.000767
f8c2c17d,0.117835
88d088ef,0.009737
30b0c5a1,0.907066
a241eee2,0.998995
577af3a1,0.553712
b1e49a9f,0.079337
49eff60f,0.113848
171ffc36,0.003449
2dbb2931,0.966567
851f9ad8,0.000003
ef787241,0.144861
3ed46d9b,0.998483
1b4fa160,0.278794
61a96458,0.995582
a0eb8b65,0.511089
8058e7e7,0.810352
5d0969c3,0.998324
06dc5d13,0.999692
614d8fdf,0.098548
068ace8d,0.972180
55bd7491,0.988380
59db8d78,0.001504
ee9ba395,0.275261
f371bd82,0.000015
3833c332,0.000019
f9c56480,0.287133
35041821,0.000000
67426d52,0.260059
f2eba496,0.000000
cfc6b272,0.518499
be6e6157,0.060732
060762c6,0.059329
28e5c819,0.830354
165b73a3,0.764428
b130a0b7,0.999828
1a16ebf2,0.136329
c76353ea,0.331124
c56aab52,0.666812
19ba105e,0.000100
4ccf1d67,0.290430
d3f00ca5,0.001595
dc366696,0.999885
11ddfec4,0.498768
71036847,0.000000
9108a260,0.009881
ebf1de82,0.117969
812d2c7d,0.043561
601d54b4,0.000000
2a21ddce,0.691957
e03f632f,0.000002
27c1c4f4,0.001855
9929fc67,0.815178
cc5b496e,0.001414
9ec5c0b5,0.000803
5fa292a8,0.547957
d0e35d53,0.477793
139e5324,0.000671
01e651c3,0.003526
cfc89ddf,0.076447
fd3916f4,0.999989
019ab715,0.000000
d0a7830b,0.018681
2e1acd63,0.989110
c5810152,0.649589
8dae1e77,0.179940
afe44c59,0.450274
ac640b5a,0.287265
5c47f5bc,0.000000
51b1fecc,0.416438
2e5e1053,0.000007
e30d5450,0.053226
0de92cf0,0.062394
e97daf2c,0.267209
5bcc2bf5,0.000000
d347d81e,0.000259
2799f5cd,0.008619
ce4b96f7,0.071369
a6365299,0.521468
6eb86fb2,0.012633
fa635a31,0.000126
d1384eb4,0.014281
66c3ab6a,0.047484
9be981c9,0.999970
e5fc3dd4,0.504641
fd3f01fc,0.999818
5fbb0aa0,0.999881
6968f510,0.200375
7509aad8,0.999914
9cf9c8ce,0.474876
157c589d,0.201120
97b7d789,0.014974
fcc51d2f,0.255392
6852ee69,0.002375
8a388b27,0.377193
e3b1fdd6,0.895553
1d644f91,0.624847
893a7d79,0.998422
9ef2d53f,0.346291
eaea1243,0.002493
2d210670,0.000005
b04329c3,0.276422
2f598053,0.001853
1d88e97d,0.999999
e5c8ae65,0.269522
841810cd,0.000001
187a1e4b,0.411246
24f8bc83,0.122739
071678c5,0.674529
3121517d,0.245250
62db6263,0.000000
4b6fe0a5,0.000832
016588cd,0.954545
c0e3e148,0.140755
e47db8cd,0.031556
6009575c,0.020336
59d093d3,0.737394
b3edce17,0.000026
77cb2808,0.001491
b318189f,0.437732
eb804bc3,0.187206
27af98c1,0.563745
75bbd171,0.024941
26a7450a,0.169042
cfa175a8,0.570863
9f96c645,0.000000
f295285a,0.156700
1861ae59,0.042822
320e2661,0.000455
48b64c84,0.356648
596115ad,0.564348
24c5d2ad,0.736669
513481e4,0.977593
679ca3d6,0.438267
550511fc,0.947735
3d7e09d8,0.695304
33ad621e,0.461523
a7cd4c8b,0.111836
942ce002,0.532681
4a33d600,0.591012
52512da4,0.014647
199d9dd5,0.000049
910c7a11,0.701380
2dc4b47e,0.008522
067c0baa,0.000963
66ec0485,0.001678
44a13d1b,0.865543
93e203f1,0.999990
1eae71e0,0.219710
9a320603,0.000034
97c75edc,0.951236
e3a3993c,0.359791
03647606,0.999972
b5758e75,0.100843
cb341897,0.026036
80a1d2ad,0.185796
f2afc45e,0.243866
c66b0948,0.452935
e2e037d3,0.000003
d8513bb1,0.999746
2bb05740,0.999989
568eee1e,0.003833
48073219,0.400496
52770a14,0.250381
bb78aa77,0.093002
d2041d74,0.221664
0c650b7b,0.113374
3ed634b4,0.793707
f156976f,0.012072
976a6d64,0.053719
4e7ef4d3,0.000002
dc676914,0.000000
9ef182ba,0.577372
19456254,0.046593
45c7e999,0.317296
1e5f187e,0.045430
8372c5dc,0.428494
0a113574,0.003754
22ac144f,0.102542
82a0baaa,0.039971
8bbd8909,0.496015
fb9c0a38,0.999595
586d1724,0.333605
42491e8b,0.137224
32d8d667,0.061867
2d658824,0.997658
79e58200,0.038807
50e426df,0.072788
71d908c0,0.557844
1f275072,0.000006
a1bb2901,0.000411
522890fd,0.085045
6c99ed0b,0.522459
d8216f4c,0.022245
ebb34ef7,0.000000
0a71e0d1,0.000603
3bebe07a,0.997793
0de67b1a,0.272596
7409fd1a,0.021490
1e27c8fd,0.000001
65cfde78,0.424711
ab7841b4,0.253620
f23a3b95,0.488912
f5064f4e,0.002386
57457484,0.999911
5492eb34,0.000000
78dfcd52,0.014144
7dcfa04d,0.924562
0f7ccad8,0.232218
730b2296,0.042596
c1f05b03,0.049960
265ced3a,0.165106
92f976d4,0.820287
680039dc,0.344649
2ac16805,0.004275
b2de0386,0.407438
898f0d27,0.213024
b6d290df,0.276752
64bc67c4,0.000015
e54ee68e,0.000000
5f14e447,0.003883
9c736f77,0.368050
328fd096,0.061490
e8e9dfc3,0.150282
93028e53,0.145318
a3a85eeb,0.113263
d4b96d3f,0.825198
bb255043,0.684920
8696136a,0.855257
be23ea08,0.349098
777d00a2,0.001706
bc8d3476,0.007899
f6f8857d,0.077608
c57f13ef,0.245942
7aa6b7a3,0.283348
22a16932,0.063598
512c569c,0.777750
48b1c243,0.003661
75ff94ee,0.000010
c60f051c,0.004566
032b1bda,0.121827
77531032,0.341070
06210232,0.090448
d7418c1f,0.600899
e2e957ba,0.031058
566b0a76,0.047377
7d8126d2,0.076786
7c6691b5,0.000129
990a0ecd,0.000028
16914cc9,0.076401
e78a6709,0.994227
98aa34a8,0.616972
1908cc60,0.480012
81946709,0.000017
2fd07377,0.554701
d5c0e0d7,0.125251
58ec0c92,0.423078
ba2ecd75,0.000002
3aeb362f,0.544416
147d59ab,0.016171
e0829262,0.015858
8b86d83e,0.027132
9a350af0,0.039976
aba1b542,0.002956
b0112ad5,0.000000
4ea094c0,0.000013
74964450,0.513008
e4a06bc9,0.000000
8071bdd7,0.096473
245ef22c,0.093488
828460e1,0.421201
fcbdad05,0.000000
50ff69e1,0.314450
28cf2057,0.005126
8ede8c69,0.000128
323458ef,0.237773
3c002c59,0.002198
24e5b88f,0.999063
a09d9139,0.993490
68a117cc,0.007065
96d5aeee,0.000008
d0b1be68,0.541035
bcd22f87,0.001978
f90b1c41,0.008277
f14f533a,0.017348
acfaa4ff,0.000064
78e7617b,0.006165
febe6575,0.000000
5cd96fb8,0.793003
88027f9c,0.151059
388dd3bb,0.159187
154be68f,0.995598
8e6cf4d3,0.993370
0b2daf85,0.000000
63f51c56,0.000140
5b6305ad,0.221462
241c50cb,0.000033
495a6ed2,0.008207
b04bf998,0.000000
c55e7096,0.080862
2c9d1b48,0.000003
e20a003b,0.445336
d8c2bfe2,0.996956
33725817,0.999996
fe05fc09,0.054000
b9022c8f,0.008557
b5abb620,0.000915
e62b3eb0,0.003707
95812205,0.160076
209f8e41,0.000007
9bb3cd44,0.224386
86bf6810,0.544046
919cb6af,0.521524
f76d47b0,0.042466
8cabc104,0.678576
ca5fec7b,0.000002
01e7f145,0.435393
d2826f8e,0.013772
e584f028,0.046556
4bdcb525,0.731409
6b2bc3e9,0.599152
7a523e74,0.000003
1c3a420c,0.300774
8b383772,0.062249
0e781ade,0.000000
c420c42d,0.000003
f0326766,0.546751
d67ae313,0.001101
7a00e52a,0.493923
fd60ce30,0.999727
d0de0afb,0.303403
5dab3243,0.999793
e82b326f,0.055028
96ca682f,0.000007
e7ba2cd2,0.214565
13cf6060,0.000022
47f2fbed,0.024373
faac6b8d,0.702264
2eb785f3,0.059873
95f440be,0.112125
e735e243,0.594194
bd83f233,0.178986
e2315156,0.323942
07945467,0.000000
256daf6a,0.026113
70801a8b,0.000001
cd99f710,0.018095
518578cb,0.000342
5e630a80,0.029680
b2df2187,0.996984
ff32d7dd,0.861880
5144d458,0.000000
f9f973c1,0.029479
ac65b2c5,0.999946
e5cece41,0.000097
cc9ca990,0.388133
2b771726,0.983971
d10005bb,0.000685
fcea895a,0.015520
fd477a03,0.183933
4aa26de8,0.000000
9a842704,0.986256
b1bb19c4,0.001065
fc46a862,0.000000
e43d659f,0.065055
f344be4c,0.000000
31671342,0.394573
4d67ed4e,0.057828
3a31445f,0.999973
1dd1c8e2,0.556624
ab08e37e,0.499765
c2924cd3,0.000741
fde48cdb,0.002145
3c7c170d,0.565159
ebeedf33,0.042637
6235d8b4,0.994622
73a8162b,0.275070
b37e2349,0.088896
0dbc58b1,0.349737
3157202d,0.068399
14741b3d,0.019655
fe1f82c2,0.999985
9a75c053,0.562001
581d8a32,0.000018
eedeabd8,0.994381
2208fecd,0.000132
b68c71e6,0.058271
dea2cdb7,0.060049
ff3401e1,0.000000
5ccfa32c,0.122693
d9aa7a56,0.002994
6ee64703,0.102737
15370256,0.000000
d81a82c6,0.450149
c78671c6,0.510707
7fbf3fc8,0.292532
de8159e7,0.059418
efcca249,0.000004
c3cdfd7c,0.000259
1fbae11c,0.961857
a78197b9,0.037668
9510487f,0.000002
e5de8685,0.382823
11f770cd,0.644953
d2401c84,0.000048
781d4a78,0.925696
236f4be5,0.002815
df56ab4b,0.822588
ea825acf,0.002196
cf992e29,0.000008
66750962,0.041161
fa423857,0.103505
d6889deb,0.321329
02cc70ba,0.023223
e62ff090,0.007389
47acfd80,0.006574
b9f5efc5,0.000000
1a2a1f7f,0.000003
e8067065,0.000026
db61755b,0.499487
c97e4c01,0.975383
02538d0d,0.748914
9930fe8b,0.033391
1e053314,0.999962
50984a87,0.703856
247e0650,0.000115
a4eb05bf,0.000000
66ea133d,0.118264
3220362c,0.050931
67162075,0.000001
5af75025,0.000000
5dd87bb9,0.492397
010dc181,0.430329
40dbd0a9,0.598271
0c10fd9e,0.700174
fa94957a,0.999199
39c38975,0.001069
20f60e12,0.007358
4fb6e67f,0.000003
d7d3e9fa,0.436695
787d0e9a,0.000451
7d92a013,0.000498
65f79253,0.995983
a20dfd11,0.001216
c04f50a0,0.196431
a007e147,0.999992
eab406b4,0.305856
80e35877,0.671271
e3631e6a,0.136379
684fd7ec,0.001226
9dbdb2b8,0.035170
1768e4bb,0.048094
d84884d6,0.981354
838a14ae,0.265260
6e007f95,0.547485
6e0c3725,0.480777
d4c5252a,0.000167
3ad39398,0.202919
209cba64,0.994847
1df44a05,0.517760
d925c0cc,0.521182
85981d62,0.000000
18b93e7f,0.000000
4936bb64,0.534714
d57686b7,0.011843
0d6d23b5,0.999252
3859bfa4,0.995038
2cfddca9,0.461877
9ecf3802,0.107602
32eebbf8,0.960074
79c40371,0.439268
f7f432f6,0.002337
d50e3a56,0.004792
b63bbdee,0.053326
de327375,0.434007
43a0d395,0.084211
db465006,0.439710
44809656,0.327055
3c72f288,0.998234
6048ae7b,0.000116
3f449132,0.999994
ec5d4a58,0.033737
49d62856,0.876060
b80fb15c,0.000000
368e304e,0.608716
f19bdd74,0.000216
b55e823c,0.000074
89dd11b9,0.008476
4286352d,0.000000
4b10a9dc,0.954951
9dc68871,0.001603
3bdbb13c,0.000178
7e9f355f,0.000000
f420301b,0.129108
4e3c03ff,0.014727
3227e0ba,0.327741
d12d7771,0.000017
6616970c,0.615656
186ea788,0.304116
42867a33,0.999813
7ed03e02,0.248292
9005b143,0.008532
13701465,0.127935
f24ce309,0.000000
18d7021a,0.000555
9a18807f,0.008735
a94b079b,0.571590
255c4f02,0.000367
93ba10ba,0.998557
95567789,0.225739
bb09a45b,0.000002
a972a7db,0.910351
2bd5da67,0.002593
8d8779f3,0.000000
7a43c51d,0.085086
29adcf10,0.000051
6742855f,0.000000
d20e49b2,0.002557
9f81771e,0.022690
de27fefb,0.094279
d18f6f0e,0.000265
69973737,0.000001
76509472,0.160056
57157f35,0.000334
0712f269,0.173399
72f5cc06,0.999525
19982389,0.955498
4ed21d3b,0.998728
5a0ca890,0.057140
65ea29c4,0.000004
b4f11fb6,0.999987
8836e0c8,0.000009
30456db6,0.007370
19174e69,0.453001
8baa045a,0.790581
722c2597,0.000000
bfc86919,0.000147
2f93bac6,0.000331
c44960f2,0.133932
b660e80e,0.000000
76411374,0.318689
839bbcfe,0.556471
bc8c483e,0.000000
d9577013,0.000094
b47fc3d2,0.996985
a57ef2a1,0.850829
478a2b08,0.562237
d6908d52,0.084994
99814ee7,0.552328
0b6c4509,0.527047
095f1797,0.119793
7dd828c0,0.108434
764b4e82,0.000000
91ef8a0c,0.000000
a91ee052,0.002602
a01318ab,0.547055
325ad084,0.000205
38f5fb41,0.955583
2ceb258a,0.526687
a969eea6,0.000000
1a538ed3,0.000000
65e14f46,0.475706
77c165c3,0.000000
14c60c1d,0.999999
630360e8,0.999218
8d7026fa,0.361266
13964a63,0.545382
d0155b0f,0.000000
c52ad74d,0.999663
46afff48,0.580382
4868f534,0.298560
26743a5c,0.108521
ad50aaf3,0.003449
89cc4fce,0.006185
715785e6,0.026634
3d28a858,0.105673
ba36851a,0.428419
51ecc6ab,0.480386
b1ec4727,0.173767
0c85fd09,0.000002
040c5d78,0.000031
a8a77c55,0.981851
32f51fe6,0.001679
8ef7a06b,0.000300
838fafac,0.002977
7d0b89b1,0.491266
7d9636c4,0.469797
8d37529b,0.000000
5fd612ad,0.009388
323ca98d,0.387538
f1582cba,0.437332
842d7d88,0.999956
c7529197,0.443682
3235b7ca,0.317676
2436a25b,0.411946
e6d8d670,0.028494
1c5a5a1f,0.206633
1c1d6c80,0.999094
9579aa49,0.501633
aeb95ac9,0.915631
db172beb,0.000013
ff836697,0.904598
ae2a516d,0.000439
63e579b1,0.046627
a49b42ff,0.276093
99fb914f,0.999987
d86b48d1,0.391956
6bca064a,0.999976
d3bc5515,0.983239
ded30e1d,0.025828
d88e4b44,0.415264
6f688a3c,0.098703
5f6d3988,0.996720
ddfe4802,0.003347
a98dcb63,0.000000
6d9d1eca,0.417577
51924408,0.044183
a8f910bb,0.999215
7f12814f,0.112152
cdcdc401,0.039728
5dea100e,0.936267
04738deb,0.000048
e4064b10,0.011574
c84df9ea,0.379303
3cef3bc7,0.999288
ba8130e2,0.000001
7535f0cd,0.001070
c915f66c,0.183909
f0c360e7,0.000000
fed2396a,0.020992
5d58a277,0.000468
21279402,0.999969
873d8adc,0.986461
2fb68d77,0.524570
8fb1a67b,0.000143
6a21542b,0.051835
fe8c6150,0.000707
c00db5d4,0.329444
2e3a38d3,0.999608
38464042,0.006855
58d4e224,0.012757
a7bfbc2a,0.001226
9cdcf947,0.998291
6c610fd4,0.486290
50fd58f2,0.596265
b093a813,0.797832
150e23c4,0.999681
28f4e51e,0.008051
2d01ecdc,0.382052
290992c4,0.998612
e0f83a9b,0.000000
7cdbe05e,0.379810
2a33464b,0.281455
84521f2c,0.028187
a1d7e535,0.000001
f77a2b74,0.000001
f2c5216a,0.999514
078c6d99,0.994871
b516302a,0.318493
564266ec,0.372178
56d23ee0,0.194788
8c9971b5,0.000002
fe75e357,0.927558
cfab3237,0.000114
f7258c56,0.813349
e79cb5cf,0.060710
efbb58a0,0.368127
ff8d6575,0.126467
1dcd1dc3,0.000027
cf6d0221,0.026593
b057a3cf,0.981754
d7aa3d66,0.999875
db1b3f2d,0.210685
9cfd7cd3,0.523587
0dc59065,0.000383
f2742949,0.999904
cfa8905d,0.012100
6bc7bb68,0.999575
df228195,0.543309
39967e45,0.437018
92b3fd07,0.322021
99181903,0.277123
17b47421,0.000007
54c58af0,0.004564
c533141a,0.000026
3a89f639,0.000014
2b9438cd,0.000000
de0fc4ea,0.575475
d0b4812d,0.377622
5ab3daa8,0.000000
6b6333aa,0.000000
3a205fb9,0.999985
81d06d13,0.920533
5b155890,0.303507
b7332f47,0.025379
13a49895,0.970155
a9dcaf7e,0.000005
daccb199,0.248354
0a31aaec,0.361340
effc32ab,0.438829
b9b1d1ae,0.214770
4ae61433,0.128617
837567b0,0.000006
76364052,0.999589
614324a1,0.411864
3b20239f,0.797832
49054d2e,0.000000
59eea5d5,0.000854
eaa8408c,0.454370
3b3369f8,0.699022
06f7cf48,0.000001
99cae923,0.000000
f96362e0,0.057587
c2b732c8,0.502296
5652b0eb,0.999995
033f2509,0.492910
d32b7520,0.337580
86bfefc7,0.179481
3279d1d5,0.636571
22221e9d,0.419562
9bdc1896,0.726160
49fa8e72,0.844534
d911954a,0.026841
b20200e4,0.000000
9ad70954,0.058087
97a88aac,0.001354
16fcc6f5,0.536970
b5e8f248,0.831871
10f410ba,0.999417
fb702ee7,0.000483
a162448e,0.000000
2e757023,0.488668
877bcc05,0.999672
0dfcd873,0.995782
c4e06675,0.089433
a1c03878,0.033689
427ae8ce,0.058743
d187d757,0.389533
967875e8,0.000139
7fe478cb,0.476870
d43aa540,0.016082
964acdef,0.039610
d7ecc1b7,0.956259
a5b32893,0.157782
5b68a817,0.045432
8f374224,0.779798
8deced1c,0.046373
209d4b15,0.035737
c5959db1,0.526291
d3c61d2b,0.000547
f4cb6420,0.766288
18b8670f,0.002520
777d03d6,0.996825
57b18759,0.157136
4843496a,0.339924
6156c963,0.581774
73165630,0.917121
53c49cf8,0.275241
64b453bd,0.000000
1f2e9806,0.000585
5addc113,0.108085
35d2fbc5,0.006812
3a451e5b,0.000001
59b9eb6e,0.194203
f8669a86,0.143843
fa3ff835,0.000001
6e7e427b,0.181176
8b05e1a1,0.316860
ad3727d3,0.481024
0f5a484e,0.874565
8965e560,0.869565
821e0c31,0.000304
2b33b417,0.578580
acc4dd50,0.399839
4a0a5cd5,0.533898
21aa40fc,0.341661
1d91bf6e,0.114189
923910f8,0.000021
54c012c3,0.892461
00d366d6,0.347645
5ac74969,0.482063
278627ff,0.412117
1372a58e,0.000637
4b4247a5,0.189417
0c496d3a,0.999982
d6774ba7,0.000000
814bc35f,0.079853
36497217,0.000000
c9a9bb5b,0.000000
ac07e085,0.002235
f806ebf1,0.969257
736ed43e,0.525225
bd9dd604,0.000001
3679bbf9,0.616457
db1343a0,0.265984
679dd63b,0.056598
43eebf55,0.000015
74e2d160,0.999975
e09bc632,0.988721
1b2227be,0.009003
989685c7,0.495141
05ba66d2,0.999974
8533795f,0.430890
ed366c4e,0.290330
954f4238,0.023347
21f4f395,0.951745
127bda37,0.999997
ca5c432e,0.000004
4429971a,0.864598
a6179f95,0.000146
d0d5165e,0.278670
fe3f7d13,0.707962
66be84a3,0.025827
f5b54fb6,0.535971
154d8985,0.000000
27260e05,0.251424
6c37d4ca,0.039006
69a6b224,0.001422
9d37a1ab,0.399078
5998bcf9,0.016584
1198c02c,0.423287
9b7c82ed,0.004231
4b335d8a,0.584937
9655bde5,0.007607
6eb4c041,0.425988
2df55cab,0.036048
97c45082,0.589649
a8ad8cd3,0.917676
591b8504,0.956874
4cfc4b39,0.280880
cf87475a,0.172177
ea222d2d,0.598790
f1266956,0.009763
c3bf1074,0.674836
92633d3e,0.007275
