id,is_iceberg
3ab323b5,0.308688
db204654,0.520132
4ab8b00a,0.585091
f0b7c362,0.366576
9c36083a,0.843470
00247e48,0.974713
99064331,0.003848
fb023b97,0.009293
834a13a2,0.008344
b4fb7c3b,0.619610
cccc91e5,0.036798
e777f5c4,0.000265
8a367850,0.003526
f7870f2b,0.090154
01aee49b,0.964690
09a3f3cb,0.465856
b7837a99,0.952026
0e5c18fe,0.000409
433d92a6,0.000706
d8c1c90e,0.055821
5cf350ea,0.644868
9e6adfeb,0.000564
398c373b,0.000751
8e1cb96b,0.805115
4978666a,0.432442
c0ab7de5,0.000004
b7519f43,0.367991
54d7929f,0.000184
222a4407,0.089873
4cd8d439,0.341880
ac31d9e4,0.736612
0c51475f,0.000350
926b4b5d,0.957217
3072aeb4,0.960544
5508aabc,0.050839
f1b0d6c7,0.001754
7ff080c1,0.643815
c8137158,0.002544
73f4c54a,0.016589
0ab19c8d,0.487993
57c090c7,0.546216
b3f4d7c8,0.980374
d4a81cf9,0.682197
497c4ff8,0.019411
8949311b,0.937809
d4f17d1d,0.531749
5642407f,0.104560
cbd015d6,0.005304
4ff7d773,0.143106
5950d2f6,0.333823
f0b4c564,0.003485
4727e088,0.674044
2c9b195c,0.682423
04c441b0,0.373040
9f1e2246,0.087935
3bf56119,0.361810
385033f6,0.310589
8e8161d1,0.058102
36d4ff92,0.980801
1e14e9eb,0.547998
4ec14d05,0.060699
d16ffa50,0.196300
6f2147d7,0.026447
13540275,0.974901
280aaa6c,0.234088
63d6fcf6,0.482508
e1130afc,0.673590
8915b349,0.499273
02cb6179,0.984877
4139aba2,0.554376
816084ef,0.618543
e83e27ef,0.361727
9928b6cb,0.029967
398c44d5,0.095510
4e9944c8,0.187502
ade738c7,0.003010
df106f1f,0.539326
707c42f2,0.000188
c7d6c968,0.741153
2f62a2d3,0.007755
7585ce58,0.337599
58a62136,0.011589
8e16308d,0.000007
10d97d10,0.127895
862a2dd5,0.516522
45d7cd09,0.000055
daef67d6,0.974502
40b9f916,0.109147
c17dc729,0.745633
d008e04f,0.975549
a5a6fe15,0.851879
33e25984,0.982117
e9ce7834,0.000659
518a5aeb,0.971713
fd6e49ab,0.039921
35ef2d54,0.497761
be1f3e73,0.897311
013825b7,0.348962
c48b752b,0.066207
a0f39ace,0.729466
800aff52,0.042120
e0eb259a,0.281726
ac46f3c9,0.595506
404bdcc5,0.605777
9be770cc,0.668507
e002bdfa,0.634934
511f8764,0.784504
d41e40d8,0.803002
ff846aa6,0.527925
c261a419,0.123725
c3358fec,0.567771
62972972,0.131708
3f15e6a3,0.002273
fc34a5b8,0.720776
f239dd72,0.043668
e9d815ef,0.608907
568085b5,0.026689
80708782,0.836406
a578b01b,0.967297
04b81012,0.485168
3fbd3a3e,0.000202
536bc047,0.982519
6905e82d,0.252756
352b0ab0,0.643682
85c36a8f,0.486021
205506f4,0.157701
b4075da1,0.001422
0132c59d,0.147194
5c471255,0.955424
b9ee0383,0.953197
aee38fe1,0.016961
93eda776,0.024241
d65ee363,0.490265
7e6785d9,0.066119
c006cf82,0.485052
b2d8a426,0.091097
197f9050,0.943108
efce51fc,0.005214
d8dd1b33,0.025461
ca5bae71,0.481102
66eba58c,0.685845
e080fee1,0.141577
9626a2b5,0.544931
c0298b7d,0.913894
80f17a8d,0.004480
fefe71e5,0.014636
13ec60d1,0.873593
92a45990,0.468703
8e922071,0.168689
d5952199,0.146809
3c56cf59,0.802254
5b677f30,0.988419
70986e85,0.584156
ee110bda,0.367771
e7b4d317,0.393437
f59f29f5,0.708404
3d1e179e,0.229864
9d440f42,0.058895
4e9c76d9,0.707813
5b5d407e,0.014436
bb4d8184,0.572799
5f5ad493,0.624767
a304ae2e,0.000077
ac337f79,0.102881
e00e495a,0.076057
71477bcf,0.569498
22ed2916,0.518325
05fdb1ce,0.000029
4cf4d256,0.536730
1c0a891e,0.493475
4c5e56dd,0.003513
fab2df1f,0.005420
afe6a1d1,0.808264
fa03ba13,0.508782
663dd2bf,0.598061
5d3aa488,0.008874
11d63814,0.037634
11ac5623,0.562404
dd28b028,0.050020
bf244975,0.359470
981c3bc3,0.958068
6a2fe659,0.000242
bd689e7a,0.745530
a7b21484,0.020898
06626706,0.003741
2fcb2613,0.614371
1ee7f506,0.514512
c462096f,0.165147
59b91711,0.105025
148ad313,0.638616
a04c148d,0.622642
295604f4,0.659614
142d14f3,0.992828
0dccef06,0.766221
bf9dea3e,0.985552
121ec728,0.030414
25ea1800,0.000382
024bed49,0.003583
771a9bc9,0.473538
8b2562e0,0.714563
fefe0db6,0.000302
a6cc8fa1,0.781259
16ca16c3,0.013463
fe33ce5b,0.012689
c11a6fd5,0.978285
69152132,0.453534
dd54beb5,0.957381
46d8944e,0.000517
f278cc6a,0.699920
9cba91e4,0.221611
37e80ad8,0.027833
6247d06a,0.720307
0bb564ea,0.718800
b4dda837,0.294633
f8802638,0.610280
cb77c1d4,0.772845
edcad79c,0.659241
ade84952,0.000001
e9a4a8f7,0.347642
8c3c9c0b,0.001266
c105af7a,0.008594
64a96816,0.233436
d435722b,0.013711
f8c2c17d,0.695048
88d088ef,0.008041
30b0c5a1,0.448870
a241eee2,0.814981
577af3a1,0.555940
b1e49a9f,0.259418
49eff60f,0.847843
171ffc36,0.020702
2dbb2931,0.550453
851f9ad8,0.017385
ef787241,0.365434
3ed46d9b,0.574243
1b4fa160,0.223032
61a96458,0.693966
a0eb8b65,0.691416
8058e7e7,0.711808
5d0969c3,0.979214
06dc5d13,0.962750
614d8fdf,0.158631
068ace8d,0.981396
55bd7491,0.732241
59db8d78,0.057990
ee9ba395,0.559481
f371bd82,0.012683
3833c332,0.001846
f9c56480,0.511591
35041821,0.000003
67426d52,0.601743
f2eba496,0.005251
cfc6b272,0.701806
be6e6157,0.177799
060762c6,0.845351
28e5c819,0.537300
165b73a3,0.515505
b130a0b7,0.969997
1a16ebf2,0.636765
c76353ea,0.218042
c56aab52,0.546300
19ba105e,0.222056
4ccf1d67,0.381453
d3f00ca5,0.008096
dc366696,0.970377
11ddfec4,0.548497
71036847,0.000004
9108a260,0.073531
ebf1de82,0.315663
812d2c7d,0.009133
601d54b4,0.006609
2a21ddce,0.493782
e03f632f,0.007226
27c1c4f4,0.008093
9929fc67,0.440456
cc5b496e,0.065246
9ec5c0b5,0.050975
5fa292a8,0.637881
d0e35d53,0.367953
139e5324,0.216334
01e651c3,0.120087
cfc89ddf,0.383775
fd3916f4,0.990008
019ab715,0.000097
d0a7830b,0.273354
2e1acd63,0.727743
c5810152,0.857873
8dae1e77,0.677108
afe44c59,0.445833
ac640b5a,0.166768
5c47f5bc,0.000009
51b1fecc,0.720923
2e5e1053,0.034712
e30d5450,0.537325
0de92cf0,0.379835
e97daf2c,0.479392
5bcc2bf5,0.000000
d347d81e,0.022257
2799f5cd,0.122262
ce4b96f7,0.020653
a6365299,0.340957
6eb86fb2,0.010897
fa635a31,0.034962
d1384eb4,0.071355
66c3ab6a,0.401741
9be981c9,0.993660
e5fc3dd4,0.687446
fd3f01fc,0.985662
5fbb0aa0,0.990441
6968f510,0.035777
7509aad8,0.951383
9cf9c8ce,0.502061
157c589d,0.077535
97b7d789,0.626941
fcc51d2f,0.662566
6852ee69,0.396210
8a388b27,0.597198
e3b1fdd6,0.815608
1d644f91,0.194900
893a7d79,0.930025
9ef2d53f,0.367089
eaea1243,0.142668
2d210670,0.032244
b04329c3,0.259902
2f598053,0.109425
1d88e97d,0.938420
e5c8ae65,0.759468
841810cd,0.024310
187a1e4b,0.475733
24f8bc83,0.655356
071678c5,0.689607
3121517d,0.680856
62db6263,0.000139
4b6fe0a5,0.657810
016588cd,0.986990
c0e3e148,0.277396
e47db8cd,0.159688
6009575c,0.425258
59d093d3,0.318998
b3edce17,0.330318
77cb2808,0.111374
b318189f,0.334614
eb804bc3,0.457763
27af98c1,0.604329
75bbd171,0.097953
26a7450a,0.251296
cfa175a8,0.048769
9f96c645,0.000101
f295285a,0.541622
1861ae59,0.463339
320e2661,0.360587
48b64c84,0.286630
596115ad,0.711252
24c5d2ad,0.130104
513481e4,0.702506
679ca3d6,0.384422
550511fc,0.734109
3d7e09d8,0.304227
33ad621e,0.675396
a7cd4c8b,0.255146
942ce002,0.609710
4a33d600,0.385260
52512da4,0.212159
199d9dd5,0.000658
910c7a11,0.702100
2dc4b47e,0.066761
067c0baa,0.592126
66ec0485,0.018374
44a13d1b,0.941181
93e203f1,0.985800
1eae71e0,0.202368
9a320603,0.003724
97c75edc,0.845989
e3a3993c,0.496240
03647606,0.882212
b5758e75,0.035317
cb341897,0.016878
80a1d2ad,0.591512
f2afc45e,0.224078
c66b0948,0.375970
e2e037d3,0.002937
d8513bb1,0.990537
2bb05740,0.976111
568eee1e,0.011079
48073219,0.485857
52770a14,0.426455
bb78aa77,0.428188
d2041d74,0.509633
0c650b7b,0.518718
3ed634b4,0.932977
f156976f,0.006837
976a6d64,0.009098
4e7ef4d3,0.004534
dc676914,0.004931
9ef182ba,0.583424
19456254,0.026689
45c7e999,0.472703
1e5f187e,0.267299
8372c5dc,0.383414
0a113574,0.030588
22ac144f,0.668326
82a0baaa,0.737668
8bbd8909,0.545301
fb9c0a38,0.954600
586d1724,0.061312
42491e8b,0.327261
32d8d667,0.265625
2d658824,0.923685
79e58200,0.271603
50e426df,0.026208
71d908c0,0.141325
1f275072,0.001987
a1bb2901,0.341764
522890fd,0.671315
6c99ed0b,0.721107
d8216f4c,0.040618
ebb34ef7,0.000132
0a71e0d1,0.014048
3bebe07a,0.969029
0de67b1a,0.493752
7409fd1a,0.474942
1e27c8fd,0.001078
65cfde78,0.082635
ab7841b4,0.194526
f23a3b95,0.334570
f5064f4e,0.483738
57457484,0.978700
5492eb34,0.000788
78dfcd52,0.045823
7dcfa04d,0.250942
0f7ccad8,0.172231
730b2296,0.431088
c1f05b03,0.042904
265ced3a,0.270174
92f976d4,0.849306
680039dc,0.803022
2ac16805,0.010742
b2de0386,0.466983
898f0d27,0.365198
b6d290df,0.270471
64bc67c4,0.008993
e54ee68e,0.003385
5f14e447,0.001364
9c736f77,0.657094
328fd096,0.577439
e8e9dfc3,0.599857
93028e53,0.024086
a3a85eeb,0.181984
d4b96d3f,0.583542
bb255043,0.111504
8696136a,0.442268
be23ea08,0.695859
777d00a2,0.008537
bc8d3476,0.049531
f6f8857d,0.837561
c57f13ef,0.366816
7aa6b7a3,0.755859
22a16932,0.605143
512c569c,0.730916
48b1c243,0.337856
75ff94ee,0.011142
c60f051c,0.708173
032b1bda,0.103018
77531032,0.742016
06210232,0.077559
d7418c1f,0.369995
e2e957ba,0.700395
566b0a76,0.063908
7d8126d2,0.072132
7c6691b5,0.013646
990a0ecd,0.081242
16914cc9,0.091994
e78a6709,0.819893
98aa34a8,0.112820
1908cc60,0.716097
81946709,0.005958
2fd07377,0.214036
d5c0e0d7,0.089743
58ec0c92,0.424318
ba2ecd75,0.005861
3aeb362f,0.589852
147d59ab,0.279227
e0829262,0.234693
8b86d83e,0.073023
9a350af0,0.102121
aba1b542,0.002172
b0112ad5,0.000879
4ea094c0,0.000146
74964450,0.657354
e4a06bc9,0.034875
8071bdd7,0.702426
245ef22c,0.594379
828460e1,0.636391
fcbdad05,0.007789
50ff69e1,0.628619
28cf2057,0.028620
8ede8c69,0.028700
323458ef,0.392269
3c002c59,0.068205
24e5b88f,0.855616
a09d9139,0.982342
68a117cc,0.190716
96d5aeee,0.002119
d0b1be68,0.697950
bcd22f87,0.011708
f90b1c41,0.009696
f14f533a,0.003903
acfaa4ff,0.009744
78e7617b,0.824878
febe6575,0.000038
5cd96fb8,0.670382
88027f9c,0.552596
388dd3bb,0.177296
154be68f,0.885419
8e6cf4d3,0.974873
0b2daf85,0.000083
63f51c56,0.012168
5b6305ad,0.303282
241c50cb,0.001297
495a6ed2,0.019169
b04bf998,0.007665
c55e7096,0.022719
2c9d1b48,0.000243
e20a003b,0.524728
d8c2bfe2,0.953600
33725817,0.993739
fe05fc09,0.223230
b9022c8f,0.796660
b5abb620,0.000727
e62b3eb0,0.062159
95812205,0.692991
209f8e41,0.000530
9bb3cd44,0.568770
86bf6810,0.621473
919cb6af,0.595124
f76d47b0,0.240685
8cabc104,0.728145
ca5fec7b,0.908463
01e7f145,0.500179
d2826f8e,0.005359
e584f028,0.093736
4bdcb525,0.315498
6b2bc3e9,0.315998
7a523e74,0.002417
1c3a420c,0.398688
8b383772,0.037103
0e781ade,0.001704
c420c42d,0.144492
f0326766,0.431550
d67ae313,0.445637
7a00e52a,0.399951
fd60ce30,0.986656
d0de0afb,0.297974
5dab3243,0.986095
e82b326f,0.701843
96ca682f,0.005989
e7ba2cd2,0.058464
13cf6060,0.001087
47f2fbed,0.035357
faac6b8d,0.715710
2eb785f3,0.522416
95f440be,0.139344
e735e243,0.918456
bd83f233,0.691799
e2315156,0.032433
07945467,0.000192
256daf6a,0.119018
70801a8b,0.002828
cd99f710,0.887021
518578cb,0.011092
5e630a80,0.571185
b2df2187,0.813314
ff32d7dd,0.883381
5144d458,0.031011
f9f973c1,0.670031
ac65b2c5,0.993878
e5cece41,0.077121
cc9ca990,0.316667
2b771726,0.180721
d10005bb,0.001143
fcea895a,0.408334
fd477a03,0.118814
4aa26de8,0.001954
9a842704,0.991501
b1bb19c4,0.205612
fc46a862,0.000001
e43d659f,0.591126
f344be4c,0.000556
31671342,0.469875
4d67ed4e,0.590067
3a31445f,0.974754
1dd1c8e2,0.777693
ab08e37e,0.513754
c2924cd3,0.001365
fde48cdb,0.000519
3c7c170d,0.716485
ebeedf33,0.677774
6235d8b4,0.863212
73a8162b,0.057029
b37e2349,0.689477
0dbc58b1,0.198681
3157202d,0.300859
14741b3d,0.282955
fe1f82c2,0.991637
9a75c053,0.753151
581d8a32,0.021299
eedeabd8,0.906086
2208fecd,0.002335
b68c71e6,0.076562
dea2cdb7,0.753063
ff3401e1,0.000081
5ccfa32c,0.472882
d9aa7a56,0.019612
6ee64703,0.126989
15370256,0.647309
d81a82c6,0.665140
c78671c6,0.505439
7fbf3fc8,0.645906
de8159e7,0.171420
efcca249,0.006004
c3cdfd7c,0.004582
1fbae11c,0.703542
a78197b9,0.780402
9510487f,0.002514
e5de8685,0.257917
11f770cd,0.033366
d2401c84,0.001342
781d4a78,0.965299
236f4be5,0.231401
df56ab4b,0.357453
ea825acf,0.494854
cf992e29,0.000966
66750962,0.798925
fa423857,0.359892
d6889deb,0.888198
02cc70ba,0.009872
e62ff090,0.000161
47acfd80,0.122551
b9f5efc5,0.000008
1a2a1f7f,0.001258
e8067065,0.044265
db61755b,0.614621
c97e4c01,0.823857
02538d0d,0.839253
9930fe8b,0.093892
1e053314,0.979287
50984a87,0.555072
247e0650,0.000957
a4eb05bf,0.001804
66ea133d,0.104701
3220362c,0.273099
67162075,0.000339
5af75025,0.000628
5dd87bb9,0.670967
010dc181,0.382013
40dbd0a9,0.519404
0c10fd9e,0.878144
fa94957a,0.881688
39c38975,0.021690
20f60e12,0.274280
4fb6e67f,0.003017
d7d3e9fa,0.645960
787d0e9a,0.003502
7d92a013,0.008677
65f79253,0.886689
a20dfd11,0.149987
c04f50a0,0.706587
a007e147,0.981453
eab406b4,0.375773
80e35877,0.649256
e3631e6a,0.081662
684fd7ec,0.128805
9dbdb2b8,0.115769
1768e4bb,0.175086
d84884d6,0.822094
838a14ae,0.541370
6e007f95,0.674540
6e0c3725,0.912871
d4c5252a,0.005222
3ad39398,0.799889
209cba64,0.679305
1df44a05,0.593197
d925c0cc,0.595325
85981d62,0.001841
18b93e7f,0.000163
4936bb64,0.725036
d57686b7,0.017521
0d6d23b5,0.977949
3859bfa4,0.975359
2cfddca9,0.576171
9ecf3802,0.896333
32eebbf8,0.886977
79c40371,0.628765
f7f432f6,0.001834
d50e3a56,0.238557
b63bbdee,0.012748
de327375,0.549766
43a0d395,0.157385
db465006,0.262838
44809656,0.070933
3c72f288,0.909771
6048ae7b,0.002443
3f449132,0.846860
ec5d4a58,0.168371
49d62856,0.743950
b80fb15c,0.007888
368e304e,0.716039
f19bdd74,0.002290
b55e823c,0.711789
89dd11b9,0.010543
4286352d,0.000085
4b10a9dc,0.037367
9dc68871,0.000141
3bdbb13c,0.031780
7e9f355f,0.000001
f420301b,0.349018
4e3c03ff,0.004485
3227e0ba,0.486341
d12d7771,0.328949
6616970c,0.725404
186ea788,0.274375
42867a33,0.985620
7ed03e02,0.242311
9005b143,0.509251
13701465,0.127411
f24ce309,0.000363
18d7021a,0.009638
9a18807f,0.204466
a94b079b,0.458591
255c4f02,0.000242
93ba10ba,0.992068
95567789,0.073979
bb09a45b,0.000312
a972a7db,0.661495
2bd5da67,0.002623
8d8779f3,0.000031
7a43c51d,0.482374
29adcf10,0.000752
6742855f,0.003346
d20e49b2,0.168500
9f81771e,0.104067
de27fefb,0.279978
d18f6f0e,0.734022
69973737,0.037319
76509472,0.236171
57157f35,0.663441
0712f269,0.734303
72f5cc06,0.963438
19982389,0.452111
4ed21d3b,0.959421
5a0ca890,0.857949
65ea29c4,0.000097
b4f11fb6,0.983932
8836e0c8,0.018241
30456db6,0.522031
19174e69,0.612577
8baa045a,0.125596
722c2597,0.001235
bfc86919,0.601723
2f93bac6,0.267669
c44960f2,0.407677
b660e80e,0.000457
76411374,0.263112
839bbcfe,0.819143
bc8c483e,0.005414
d9577013,0.154726
b47fc3d2,0.913475
a57ef2a1,0.818432
478a2b08,0.408511
d6908d52,0.043147
99814ee7,0.562628
0b6c4509,0.662706
095f1797,0.267612
7dd828c0,0.203413
764b4e82,0.000266
91ef8a0c,0.000614
a91ee052,0.018399
a01318ab,0.840880
325ad084,0.098466
38f5fb41,0.620086
2ceb258a,0.377807
a969eea6,0.009302
1a538ed3,0.003495
65e14f46,0.738378
77c165c3,0.000121
14c60c1d,0.953957
630360e8,0.845742
8d7026fa,0.088453
13964a63,0.697030
d0155b0f,0.003221
c52ad74d,0.950591
46afff48,0.923986
4868f534,0.506087
26743a5c,0.463623
ad50aaf3,0.010724
89cc4fce,0.205915
715785e6,0.329582
3d28a858,0.474247
ba36851a,0.487343
51ecc6ab,0.580992
b1ec4727,0.677211
0c85fd09,0.004635
040c5d78,0.005986
a8a77c55,0.895838
32f51fe6,0.010339
8ef7a06b,0.000742
838fafac,0.255653
7d0b89b1,0.169734
7d9636c4,0.735330
8d37529b,0.063189
5fd612ad,0.138886
323ca98d,0.575290
f1582cba,0.849935
842d7d88,0.784404
c7529197,0.560678
3235b7ca,0.450581
2436a25b,0.269539
e6d8d670,0.019580
1c5a5a1f,0.055669
1c1d6c80,0.982641
9579aa49,0.619711
aeb95ac9,0.977166
db172beb,0.001283
ff836697,0.796940
ae2a516d,0.002188
63e579b1,0.606700
a49b42ff,0.645747
99fb914f,0.995795
d86b48d1,0.061876
6bca064a,0.970841
d3bc5515,0.955953
ded30e1d,0.494031
d88e4b44,0.348169
6f688a3c,0.562429
5f6d3988,0.813532
ddfe4802,0.010225
a98dcb63,0.000051
6d9d1eca,0.551203
51924408,0.144941
a8f910bb,0.986453
7f12814f,0.528406
cdcdc401,0.739842
5dea100e,0.830895
04738deb,0.001202
e4064b10,0.141357
c84df9ea,0.713687
3cef3bc7,0.942532
ba8130e2,0.000110
7535f0cd,0.176983
c915f66c,0.108806
f0c360e7,0.000635
fed2396a,0.084155
5d58a277,0.560907
21279402,0.829777
873d8adc,0.961157
2fb68d77,0.694663
8fb1a67b,0.027063
6a21542b,0.377170
fe8c6150,0.000906
c00db5d4,0.301074
2e3a38d3,0.657546
38464042,0.329153
58d4e224,0.017078
a7bfbc2a,0.000034
9cdcf947,0.945018
6c610fd4,0.625817
50fd58f2,0.550445
b093a813,0.236808
150e23c4,0.976007
28f4e51e,0.001238
2d01ecdc,0.567210
290992c4,0.930458
e0f83a9b,0.000574
7cdbe05e,0.676755
2a33464b,0.399722
84521f2c,0.767783
a1d7e535,0.000036
f77a2b74,0.059644
f2c5216a,0.569605
078c6d99,0.876109
b516302a,0.511519
564266ec,0.508398
56d23ee0,0.471856
8c9971b5,0.027743
fe75e357,0.542593
cfab3237,0.012125
f7258c56,0.126838
e79cb5cf,0.071185
efbb58a0,0.475846
ff8d6575,0.055489
1dcd1dc3,0.003476
cf6d0221,0.847458
b057a3cf,0.826369
d7aa3d66,0.986657
db1b3f2d,0.191404
9cfd7cd3,0.809259
0dc59065,0.012151
f2742949,0.957371
cfa8905d,0.206085
6bc7bb68,0.956357
df228195,0.180172
39967e45,0.481542
92b3fd07,0.569532
99181903,0.625978
17b47421,0.002305
54c58af0,0.552181
c533141a,0.012633
3a89f639,0.000407
2b9438cd,0.036206
de0fc4ea,0.704819
d0b4812d,0.525831
5ab3daa8,0.010071
6b6333aa,0.082813
3a205fb9,0.961492
81d06d13,0.251834
5b155890,0.256041
b7332f47,0.628642
13a49895,0.900036
a9dcaf7e,0.000442
daccb199,0.283743
0a31aaec,0.043068
effc32ab,0.787218
b9b1d1ae,0.528120
4ae61433,0.341380
837567b0,0.000179
76364052,0.987958
614324a1,0.963983
3b20239f,0.725057
49054d2e,0.001015
59eea5d5,0.082496
eaa8408c,0.315967
3b3369f8,0.790796
06f7cf48,0.000665
99cae923,0.002409
f96362e0,0.097507
c2b732c8,0.604515
5652b0eb,0.978038
033f2509,0.628269
d32b7520,0.355614
86bfefc7,0.227210
3279d1d5,0.218954
22221e9d,0.339230
9bdc1896,0.590839
49fa8e72,0.595598
d911954a,0.052531
b20200e4,0.000389
9ad70954,0.340301
97a88aac,0.020171
16fcc6f5,0.423465
b5e8f248,0.693515
10f410ba,0.982710
fb702ee7,0.131513
a162448e,0.000037
2e757023,0.394889
877bcc05,0.868252
0dfcd873,0.985860
c4e06675,0.105887
a1c03878,0.329068
427ae8ce,0.105378
d187d757,0.211158
967875e8,0.081171
7fe478cb,0.478504
d43aa540,0.018159
964acdef,0.214772
d7ecc1b7,0.768677
a5b32893,0.793313
5b68a817,0.478592
8f374224,0.583071
8deced1c,0.104145
209d4b15,0.088114
c5959db1,0.149153
d3c61d2b,0.031586
f4cb6420,0.423174
18b8670f,0.004684
777d03d6,0.983333
57b18759,0.108160
4843496a,0.709194
6156c963,0.716607
73165630,0.617425
53c49cf8,0.310309
64b453bd,0.006877
1f2e9806,0.002884
5addc113,0.124994
35d2fbc5,0.014297
3a451e5b,0.233771
59b9eb6e,0.469251
f8669a86,0.705236
fa3ff835,0.047259
6e7e427b,0.126119
8b05e1a1,0.457984
ad3727d3,0.835682
0f5a484e,0.506365
8965e560,0.821019
821e0c31,0.007297
2b33b417,0.657960
acc4dd50,0.653382
4a0a5cd5,0.414192
21aa40fc,0.663286
1d91bf6e,0.202692
923910f8,0.359928
54c012c3,0.620407
00d366d6,0.803327
5ac74969,0.832142
278627ff,0.787909
1372a58e,0.010448
4b4247a5,0.829551
0c496d3a,0.969188
d6774ba7,0.067884
814bc35f,0.759138
36497217,0.033482
c9a9bb5b,0.000001
ac07e085,0.040567
f806ebf1,0.882078
736ed43e,0.676782
bd9dd604,0.000002
3679bbf9,0.676198
db1343a0,0.550566
679dd63b,0.056957
43eebf55,0.321920
74e2d160,0.991475
e09bc632,0.987902
1b2227be,0.096409
989685c7,0.757777
05ba66d2,0.983465
8533795f,0.035623
ed366c4e,0.406499
954f4238,0.204734
21f4f395,0.849487
127bda37,0.955245
ca5c432e,0.004280
4429971a,0.332347
a6179f95,0.007616
d0d5165e,0.635780
fe3f7d13,0.789703
66be84a3,0.551858
f5b54fb6,0.730728
154d8985,0.000010
27260e05,0.061663
6c37d4ca,0.400613
69a6b224,0.078578
9d37a1ab,0.635246
5998bcf9,0.035469
1198c02c,0.342467
9b7c82ed,0.196124
4b335d8a,0.599423
9655bde5,0.044772
6eb4c041,0.428889
2df55cab,0.058462
97c45082,0.276792
a8ad8cd3,0.745234
591b8504,0.532411
4cfc4b39,0.289253
cf87475a,0.340248
ea222d2d,0.475539
f1266956,0.232946
c3bf1074,0.745683
92633d3e,0.000536
