start training
learning rate = 0.000100
Epoch: [0][0/536]	Time 6.719 (6.719)	Data 0.004 (0.004)	Loss 1.0749 (1.0749)	
Test: [10/134]	Time 0.017 (0.017)	Loss 0.0734 (0.1849)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [20/134]	Time 0.016 (0.017)	Loss 0.0842 (0.2190)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [30/134]	Time 0.015 (0.017)	Loss 0.0781 (0.2027)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [40/134]	Time 0.017 (0.017)	Loss 0.0432 (0.1933)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [50/134]	Time 0.017 (0.017)	Loss 0.1666 (0.1982)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [60/134]	Time 0.017 (0.017)	Loss 0.3474 (0.1956)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [70/134]	Time 0.017 (0.017)	Loss 0.1662 (0.1969)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [80/134]	Time 0.020 (0.017)	Loss 0.0304 (0.1925)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [90/134]	Time 0.017 (0.017)	Loss 0.1594 (0.1920)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [100/134]	Time 0.016 (0.017)	Loss 0.1294 (0.1892)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [110/134]	Time 0.016 (0.017)	Loss 0.1648 (0.1918)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [120/134]	Time 0.016 (0.017)	Loss 0.3237 (0.1889)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [130/134]	Time 0.016 (0.017)	Loss 0.1598 (0.1852)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Overall Acc: 	 1.0
Mean Acc : 	 1.0
FreqW Acc : 	 1.0
Mean IoU : 	 1.0
Test:	Time 0.017 (0.017)	Loss 0.1464 (0.1835)	
learning rate = 0.000100
Epoch: [1][0/536]	Time 0.022 (0.056)	Data 0.004 (0.003)	Loss 0.1386 (0.4277)	
Epoch: [1][10/536]	Time 0.043 (0.055)	Data 0.003 (0.003)	Loss 0.0595 (0.4225)	
Epoch: [1][20/536]	Time 0.043 (0.055)	Data 0.003 (0.003)	Loss 0.1386 (0.4193)	
Epoch: [1][30/536]	Time 0.043 (0.055)	Data 0.003 (0.003)	Loss 0.0620 (0.4153)	
Epoch: [1][40/536]	Time 0.044 (0.055)	Data 0.003 (0.003)	Loss 0.0451 (0.4100)	
Epoch: [1][50/536]	Time 0.043 (0.055)	Data 0.003 (0.003)	Loss 0.0268 (0.4067)	
Epoch: [1][60/536]	Time 0.042 (0.054)	Data 0.003 (0.003)	Loss 0.3358 (0.4035)	
Epoch: [1][70/536]	Time 0.042 (0.054)	Data 0.003 (0.003)	Loss 0.0857 (0.4005)	
Epoch: [1][80/536]	Time 0.043 (0.054)	Data 0.003 (0.003)	Loss 0.2783 (0.3983)	
Epoch: [1][90/536]	Time 0.042 (0.054)	Data 0.003 (0.003)	Loss 0.2682 (0.3955)	
Epoch: [1][100/536]	Time 0.043 (0.054)	Data 0.003 (0.003)	Loss 0.3725 (0.3927)	
Epoch: [1][110/536]	Time 0.058 (0.053)	Data 0.003 (0.003)	Loss 0.1521 (0.3890)	
Epoch: [1][120/536]	Time 0.050 (0.053)	Data 0.003 (0.003)	Loss 0.1873 (0.3850)	
Epoch: [1][130/536]	Time 0.044 (0.053)	Data 0.003 (0.003)	Loss 0.0856 (0.3804)	
Epoch: [1][140/536]	Time 0.043 (0.053)	Data 0.003 (0.003)	Loss 0.0169 (0.3758)	
Epoch: [1][150/536]	Time 0.042 (0.053)	Data 0.003 (0.003)	Loss 0.2666 (0.3725)	
Epoch: [1][160/536]	Time 0.043 (0.053)	Data 0.003 (0.003)	Loss 0.4345 (0.3690)	
Epoch: [1][170/536]	Time 0.043 (0.053)	Data 0.003 (0.003)	Loss 0.0344 (0.3660)	
Epoch: [1][180/536]	Time 0.044 (0.052)	Data 0.003 (0.003)	Loss 0.3993 (0.3624)	
Epoch: [1][190/536]	Time 0.050 (0.052)	Data 0.003 (0.003)	Loss 0.2640 (0.3601)	
Epoch: [1][200/536]	Time 0.042 (0.052)	Data 0.004 (0.003)	Loss 0.6898 (0.3583)	
Epoch: [1][210/536]	Time 0.051 (0.052)	Data 0.003 (0.003)	Loss 0.1450 (0.3556)	
Epoch: [1][220/536]	Time 0.044 (0.052)	Data 0.003 (0.003)	Loss 0.1816 (0.3528)	
Epoch: [1][230/536]	Time 0.043 (0.052)	Data 0.005 (0.003)	Loss 0.3075 (0.3495)	
Epoch: [1][240/536]	Time 0.043 (0.052)	Data 0.005 (0.003)	Loss 0.1106 (0.3462)	
Epoch: [1][250/536]	Time 0.044 (0.052)	Data 0.005 (0.003)	Loss 0.0625 (0.3431)	
Epoch: [1][260/536]	Time 0.042 (0.052)	Data 0.006 (0.003)	Loss 0.1606 (0.3405)	
Epoch: [1][270/536]	Time 0.043 (0.052)	Data 0.005 (0.003)	Loss 0.0703 (0.3377)	
Epoch: [1][280/536]	Time 0.042 (0.052)	Data 0.003 (0.003)	Loss 0.1170 (0.3353)	
Epoch: [1][290/536]	Time 0.043 (0.051)	Data 0.003 (0.003)	Loss 0.2480 (0.3344)	
Epoch: [1][300/536]	Time 0.042 (0.051)	Data 0.003 (0.003)	Loss 0.2243 (0.3333)	
Epoch: [1][310/536]	Time 0.043 (0.051)	Data 0.003 (0.003)	Loss 0.1103 (0.3310)	
Epoch: [1][320/536]	Time 0.042 (0.051)	Data 0.003 (0.003)	Loss 0.0314 (0.3287)	
Epoch: [1][330/536]	Time 0.044 (0.051)	Data 0.003 (0.003)	Loss 0.0276 (0.3265)	
Epoch: [1][340/536]	Time 0.043 (0.051)	Data 0.003 (0.003)	Loss 0.1840 (0.3236)	
Epoch: [1][350/536]	Time 0.041 (0.051)	Data 0.005 (0.003)	Loss 0.1098 (0.3214)	
Epoch: [1][360/536]	Time 0.043 (0.051)	Data 0.003 (0.003)	Loss 0.2035 (0.3193)	
Epoch: [1][370/536]	Time 0.042 (0.051)	Data 0.003 (0.003)	Loss 0.0306 (0.3176)	
Epoch: [1][380/536]	Time 0.043 (0.051)	Data 0.003 (0.003)	Loss 0.1567 (0.3154)	
Epoch: [1][390/536]	Time 0.055 (0.051)	Data 0.003 (0.003)	Loss 0.1177 (0.3130)	
Epoch: [1][400/536]	Time 0.042 (0.050)	Data 0.003 (0.003)	Loss 0.0216 (0.3114)	
Epoch: [1][410/536]	Time 0.042 (0.050)	Data 0.003 (0.003)	Loss 0.3154 (0.3097)	
Epoch: [1][420/536]	Time 0.043 (0.050)	Data 0.003 (0.003)	Loss 0.0219 (0.3077)	
Epoch: [1][430/536]	Time 0.042 (0.050)	Data 0.005 (0.003)	Loss 0.0188 (0.3062)	
Epoch: [1][440/536]	Time 0.042 (0.050)	Data 0.003 (0.003)	Loss 0.3805 (0.3051)	
Epoch: [1][450/536]	Time 0.042 (0.050)	Data 0.005 (0.003)	Loss 0.3031 (0.3040)	
Epoch: [1][460/536]	Time 0.042 (0.050)	Data 0.004 (0.003)	Loss 0.0165 (0.3021)	
Epoch: [1][470/536]	Time 0.043 (0.050)	Data 0.003 (0.003)	Loss 0.1001 (0.3002)	
Epoch: [1][480/536]	Time 0.044 (0.050)	Data 0.003 (0.003)	Loss 0.3144 (0.2987)	
Epoch: [1][490/536]	Time 0.042 (0.050)	Data 0.003 (0.003)	Loss 0.1128 (0.2972)	
Epoch: [1][500/536]	Time 0.043 (0.050)	Data 0.003 (0.003)	Loss 0.0404 (0.2959)	
Epoch: [1][510/536]	Time 0.042 (0.050)	Data 0.003 (0.003)	Loss 0.3007 (0.2948)	
Epoch: [1][520/536]	Time 0.043 (0.050)	Data 0.003 (0.003)	Loss 0.0757 (0.2936)	
Epoch: [1][530/536]	Time 0.042 (0.049)	Data 0.003 (0.003)	Loss 0.0155 (0.2929)	
Test: [0/134]	Time 0.016 (0.016)	Loss 0.4044 (0.4044)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [10/134]	Time 0.017 (0.017)	Loss 0.0961 (0.1394)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [20/134]	Time 0.018 (0.017)	Loss 0.0160 (0.1205)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [30/134]	Time 0.017 (0.017)	Loss 0.3639 (0.1492)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [40/134]	Time 0.017 (0.017)	Loss 0.4084 (0.1420)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [50/134]	Time 0.017 (0.017)	Loss 0.0259 (0.1491)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [60/134]	Time 0.017 (0.017)	Loss 0.1816 (0.1486)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [70/134]	Time 0.017 (0.017)	Loss 0.2843 (0.1450)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [80/134]	Time 0.018 (0.017)	Loss 0.3407 (0.1415)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [90/134]	Time 0.018 (0.017)	Loss 0.0801 (0.1472)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [100/134]	Time 0.017 (0.017)	Loss 0.2541 (0.1521)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [110/134]	Time 0.018 (0.017)	Loss 0.0307 (0.1499)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [120/134]	Time 0.016 (0.017)	Loss 0.2171 (0.1514)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [130/134]	Time 0.016 (0.017)	Loss 0.2722 (0.1565)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Overall Acc: 	 1.0
Mean Acc : 	 1.0
FreqW Acc : 	 1.0
Mean IoU : 	 1.0
Test:	Time 0.017 (0.017)	Loss 0.0441 (0.1537)	
learning rate = 0.000100
Epoch: [2][0/536]	Time 0.025 (0.049)	Data 0.007 (0.003)	Loss 0.0304 (0.2916)	
Epoch: [2][10/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.0545 (0.2902)	
Epoch: [2][20/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.0155 (0.2886)	
Epoch: [2][30/536]	Time 0.042 (0.049)	Data 0.003 (0.003)	Loss 0.0115 (0.2867)	
Epoch: [2][40/536]	Time 0.042 (0.049)	Data 0.003 (0.003)	Loss 0.0354 (0.2854)	
Epoch: [2][50/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.0188 (0.2841)	
Epoch: [2][60/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.2160 (0.2824)	
Epoch: [2][70/536]	Time 0.044 (0.049)	Data 0.003 (0.003)	Loss 0.1831 (0.2807)	
Epoch: [2][80/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.0607 (0.2792)	
Epoch: [2][90/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.0995 (0.2783)	
Epoch: [2][100/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.1158 (0.2770)	
Epoch: [2][110/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.4213 (0.2760)	
Epoch: [2][120/536]	Time 0.042 (0.049)	Data 0.003 (0.003)	Loss 0.2808 (0.2750)	
Epoch: [2][130/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.1874 (0.2742)	
Epoch: [2][140/536]	Time 0.042 (0.049)	Data 0.003 (0.003)	Loss 0.1017 (0.2730)	
Epoch: [2][150/536]	Time 0.042 (0.049)	Data 0.003 (0.003)	Loss 0.0133 (0.2714)	
Epoch: [2][160/536]	Time 0.043 (0.049)	Data 0.003 (0.003)	Loss 0.0951 (0.2701)	
Epoch: [2][170/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.0087 (0.2686)	
Epoch: [2][180/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.0605 (0.2687)	
Epoch: [2][190/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.3176 (0.2677)	
Epoch: [2][200/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.3501 (0.2670)	
Epoch: [2][210/536]	Time 0.049 (0.048)	Data 0.003 (0.003)	Loss 0.0208 (0.2660)	
Epoch: [2][220/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.0738 (0.2651)	
Epoch: [2][230/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.3998 (0.2641)	
Epoch: [2][240/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.2073 (0.2629)	
Epoch: [2][250/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.0785 (0.2619)	
Epoch: [2][260/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.1057 (0.2609)	
Epoch: [2][270/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.0926 (0.2599)	
Epoch: [2][280/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.1746 (0.2590)	
Epoch: [2][290/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.2018 (0.2582)	
Epoch: [2][300/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.0178 (0.2570)	
Epoch: [2][310/536]	Time 0.041 (0.048)	Data 0.003 (0.003)	Loss 0.1192 (0.2557)	
Epoch: [2][320/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.0540 (0.2544)	
Epoch: [2][330/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.0062 (0.2535)	
Epoch: [2][340/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.0107 (0.2526)	
Epoch: [2][350/536]	Time 0.045 (0.048)	Data 0.003 (0.003)	Loss 0.0601 (0.2513)	
Epoch: [2][360/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.0310 (0.2503)	
Epoch: [2][370/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.1654 (0.2494)	
Epoch: [2][380/536]	Time 0.043 (0.048)	Data 0.003 (0.003)	Loss 0.0157 (0.2482)	
Epoch: [2][390/536]	Time 0.044 (0.048)	Data 0.003 (0.003)	Loss 0.0185 (0.2470)	
Epoch: [2][400/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.0255 (0.2459)	
Epoch: [2][410/536]	Time 0.044 (0.048)	Data 0.003 (0.003)	Loss 0.0229 (0.2449)	
Epoch: [2][420/536]	Time 0.041 (0.048)	Data 0.004 (0.003)	Loss 0.0068 (0.2437)	
Epoch: [2][430/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.0213 (0.2427)	
Epoch: [2][440/536]	Time 0.042 (0.048)	Data 0.003 (0.003)	Loss 0.0103 (0.2416)	
Epoch: [2][450/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0796 (0.2407)	
Epoch: [2][460/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.5901 (0.2401)	
Epoch: [2][470/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.1005 (0.2392)	
Epoch: [2][480/536]	Time 0.042 (0.047)	Data 0.003 (0.003)	Loss 0.0013 (0.2382)	
Epoch: [2][490/536]	Time 0.042 (0.047)	Data 0.003 (0.003)	Loss 0.1945 (0.2374)	
Epoch: [2][500/536]	Time 0.042 (0.047)	Data 0.003 (0.003)	Loss 0.3435 (0.2365)	
Epoch: [2][510/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0944 (0.2356)	
Epoch: [2][520/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0440 (0.2345)	
Epoch: [2][530/536]	Time 0.042 (0.047)	Data 0.003 (0.003)	Loss 0.0281 (0.2334)	
Test: [0/134]	Time 0.018 (0.018)	Loss 0.0301 (0.0301)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [10/134]	Time 0.018 (0.017)	Loss 0.0475 (0.0770)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [20/134]	Time 0.017 (0.017)	Loss 0.0929 (0.0732)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [30/134]	Time 0.018 (0.018)	Loss 0.0572 (0.0800)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [40/134]	Time 0.017 (0.018)	Loss 0.0777 (0.1165)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [50/134]	Time 0.022 (0.018)	Loss 0.0296 (0.1014)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [60/134]	Time 0.019 (0.018)	Loss 0.0077 (0.0964)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [70/134]	Time 0.017 (0.018)	Loss 0.0129 (0.0939)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [80/134]	Time 0.017 (0.018)	Loss 0.2778 (0.1060)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [90/134]	Time 0.016 (0.018)	Loss 0.0484 (0.1026)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [100/134]	Time 0.016 (0.018)	Loss 0.0810 (0.0993)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [110/134]	Time 0.017 (0.018)	Loss 0.0640 (0.0975)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [120/134]	Time 0.017 (0.018)	Loss 0.0707 (0.0967)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Test: [130/134]	Time 0.021 (0.018)	Loss 0.0642 (0.0981)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Overall Acc: 	 1.0
Mean Acc : 	 1.0
FreqW Acc : 	 1.0
Mean IoU : 	 1.0
Test:	Time 0.017 (0.018)	Loss 0.0559 (0.0968)	
learning rate = 0.000100
Epoch: [3][0/536]	Time 0.021 (0.047)	Data 0.004 (0.003)	Loss 0.4076 (0.2330)	
Epoch: [3][10/536]	Time 0.042 (0.047)	Data 0.003 (0.003)	Loss 0.0594 (0.2321)	
Epoch: [3][20/536]	Time 0.041 (0.047)	Data 0.003 (0.003)	Loss 0.0688 (0.2311)	
Epoch: [3][30/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0759 (0.2304)	
Epoch: [3][40/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0271 (0.2295)	
Epoch: [3][50/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0984 (0.2285)	
Epoch: [3][60/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0341 (0.2275)	
Epoch: [3][70/536]	Time 0.042 (0.047)	Data 0.003 (0.003)	Loss 0.1742 (0.2269)	
Epoch: [3][80/536]	Time 0.053 (0.047)	Data 0.003 (0.003)	Loss 0.1368 (0.2261)	
Epoch: [3][90/536]	Time 0.049 (0.047)	Data 0.003 (0.003)	Loss 0.0698 (0.2253)	
Epoch: [3][100/536]	Time 0.044 (0.047)	Data 0.003 (0.003)	Loss 0.0588 (0.2249)	
Epoch: [3][110/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0552 (0.2239)	
Epoch: [3][120/536]	Time 0.054 (0.047)	Data 0.003 (0.003)	Loss 0.0176 (0.2242)	
Epoch: [3][130/536]	Time 0.046 (0.047)	Data 0.006 (0.003)	Loss 0.0540 (0.2235)	
Epoch: [3][140/536]	Time 0.042 (0.047)	Data 0.004 (0.003)	Loss 0.1779 (0.2227)	
Epoch: [3][150/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0098 (0.2219)	
Epoch: [3][160/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.1521 (0.2211)	
Epoch: [3][170/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0074 (0.2201)	
Epoch: [3][180/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.1530 (0.2194)	
Epoch: [3][190/536]	Time 0.047 (0.047)	Data 0.003 (0.003)	Loss 0.0700 (0.2188)	
Epoch: [3][200/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0805 (0.2182)	
Epoch: [3][210/536]	Time 0.042 (0.047)	Data 0.003 (0.003)	Loss 0.0538 (0.2175)	
Epoch: [3][220/536]	Time 0.042 (0.047)	Data 0.003 (0.003)	Loss 0.0502 (0.2167)	
Epoch: [3][230/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0577 (0.2158)	
Epoch: [3][240/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0990 (0.2155)	
Epoch: [3][250/536]	Time 0.042 (0.047)	Data 0.005 (0.003)	Loss 0.2261 (0.2148)	
Epoch: [3][260/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0298 (0.2144)	
Epoch: [3][270/536]	Time 0.041 (0.047)	Data 0.003 (0.003)	Loss 0.0660 (0.2138)	
